Date,24. Oktober 2021,29. Oktober 2021,1. November 2021,8. November 2021,15. November 2021,22. November 2021,29. November 2021,1. December 2021,8. December 2021,15. December 2021,22. December 2021,29. December 2021,1. Januar 2022,8. Januar 2022,15. Januar 2022,22. Januar 2022,29. Januar 2022,1. Februar 2022,8. Februar 2022,15. Februar 2022,22. Februar 2022
superdry,0.14545947479112503,0.0,0.0,0.062474406593005426,0.26313785389307875,0.0,0.0,0.0,0.1328890853959182,0.0,0.0,0.0,0.13809468887139148,0.10692847647285098,0.16026494249897677,0.06152008400344927,0.0,0.14545947479112503,0,0,0
positive change award,0.0,0.0,0.1821271396500081,0.0,0.0,0.06337079881613908,0.0,0.0,0.0,0.0,0.06355714859999688,0.06355714859999688,0.0,0.06355714859999688,0.0,0.0,0.0,0.0,0,0,0
horror vacui sweatshirt,4.5673045839895405e-05,0.0,0.0001141826145997385,6.850956875984311e-05,0.0001141826145997385,0.0001370191375196862,2.2836522919947702e-05,9.134609167979081e-05,0.0001141826145997385,2.2836522919947702e-05,0.0001141826145997385,6.850956875984311e-05,0.0001141826145997385,0.0001370191375196862,9.134609167979081e-05,6.850956875984311e-05,2.2836522919947702e-05,4.5673045839895405e-05,0,0,0
kleidung für herren,0.0,0.0,0.0,0.2616224499137324,0.2970118882966182,0.02898855470600174,0.0,0.3937865326034588,0.12911594613964975,0.0,0.23216628768491684,0.19142723262593406,0.19276540770700246,0.058092661482727063,0.19276540770700246,0.14584364407795503,0.0,0.0,0,0,0
übungen die helfen,0.08787722162379628,0.011331286569196916,0.05665643284598458,0.14999958763395307,0.12894645208257666,0.07931900598437842,0.011331286569196916,0.16503951080921692,0.11935261560590699,0.08362130580578898,0.12187063624890074,0.03399385970759075,0.05665643284598458,0.0679877194151815,0.0679877194151815,0.045325146276787666,0.011331286569196916,0.022662573138393833,0,0,0
abnehmen,0.23552185710923818,0.052117315754447585,1.2116053039798242,1.2920868403688204,2.4662283889871013,0.3952726282391063,1.0712337385585047,1.495856661400772,1.315108239804871,1.4307003014268864,1.2917516936457185,1.2353800749184596,0.2699746469910397,0.20689412679211683,0.36357653376493443,0.18365804460392038,0.010057388896257353,0.10423463150889517,0,0,0
sephora,0.0438048943945979,0.006179636070554865,0.025537587422597905,0.03707781642332919,0.043257452493884054,0.016454487843001943,0.006179636070554865,0.31261235201364534,0.03707781642332919,0.013178315281488173,0.08670558130986071,0.0024571294211353273,0.030898180352774328,0.03707781642332919,0.03171722349315277,0.1402744421933948,0.006179636070554865,0.01235927214110973,0,0,0
waaas,0.111322815965099,0.0,0.1879608319402317,0.2207322541082524,0.2019846006215514,0.3030788700174085,0.011102771164414148,0.34556125711082214,0.22823980983734496,0.057974108394714396,0.3355589592289212,0.12788077259374733,0.19878903831975395,0.18543086766581607,0.21672189084674848,0.24120606190231403,0.011102771164414148,0.08525384839583156,0,0,0
gesund essen kürbis,0.03680889798259736,0.01840444899129868,0.09202224495649339,0.11042669394779206,0.15208101357945839,0.12883114293909073,0.01840444899129868,0.12883114293909073,0.11042669394779206,0.05521334697389604,0.15976192855888555,0.05521334697389604,0.09202224495649339,0.11042669394779206,0.11042669394779206,0.07361779596519472,0.01840444899129868,0.03680889798259736,0,0,0
entdecke,0.060792743264827157,0.030396371632413578,0.15198185816206788,0.18388477434818923,0.30290792623962665,0.20774025016303868,0.030396371632413578,0.18237822979448146,0.18237822979448146,0.15879761400992579,0.2663217420224597,0.0724758670602932,0.13616513784041703,0.17846484898158727,0.24792456165080098,0.13672168961062364,0.030396371632413578,0.060792743264827157,0,0,0
e-mail,0.025204720247906896,0.012602360123953448,0.20872636927580104,0.0756141607437207,0.08821652086767415,0.0756141607437207,0.012602360123953448,0.07886900786837843,0.0756141607437207,0.03780708037186034,0.0756141607437207,0.03780708037186034,0.06301180061976724,0.0756141607437207,0.0756141607437207,0.35444093793183484,0.012602360123953448,0.025204720247906896,0,0,0
the pooh cares,0.205465163835164,0.009769227510973953,0.2795286941882119,0.1062554720234483,0.2113332324964245,0.18331154757846188,0.009769227510973953,0.33004308127932463,0.259770162195544,0.08002120700021961,0.25855562591646625,0.05314492516635454,0.21185861437884765,0.35530942942303395,0.3766770815666729,0.2747397413839871,0.05740933446857856,0.019538455021947905,0,0,0
inhalt teilenschwierigkeiteinfach eier,0.06247004757044392,0.03123502378522196,0.2025655586524758,0.18741014271133177,0.21864516649655374,0.21864516649655374,0.03123502378522196,0.18686217140019554,0.18741014271133177,0.09370507135566589,0.18741014271133177,0.09370507135566589,0.1561751189261098,0.18741014271133177,0.18741014271133177,0.1865488387724269,0.07762546351158796,0.06247004757044392,0,0,0
businessvon hella schneidervon,0.0003228655662526926,0.0,0.00039404659936727126,0.0005802816666301885,0.0006192199334000359,0.0006029456083081051,9.011909508993653e-05,0.0007053829068319369,0.00047442100446510205,0.0002774421054489377,0.0005467489056276591,0.0002834148884139906,0.00040462300446983954,0.00046997033833989847,0.00045093253031500786,0.00040732311727596115,7.900795590582219e-05,0.00016473578849274332,0,0,0
diy liegt voll,0.07311488520960692,0.0,0.00949219101999891,0.01139062922399869,0.29323236273561426,0.020161006566802503,0.001898438203999782,0.08918483109754169,0.07927390525578855,0.005695314611999346,0.1088575422855096,0.005695314611999346,0.15872253392170582,0.08918483109754169,0.10695910408150983,0.00949219101999891,0.001898438203999782,0.05556030624819555,0,0,0
vogue collection vogue,0.00022140046282838815,0.0,0.013238702652979707,0.006877651866456308,0.019821153902331495,0.03946285150002863,0.006508651095075659,0.013384301986435119,0.00044280092565677625,0.006656251403627918,0.019747353748055366,0.006656251403627919,0.013238702652979707,0.013312502807255835,0.026182204688854897,0.0068038517121801765,0.006508651095075659,0.006582451249351789,0,0,0
stricken,0.11402477538066305,0.07435060021406871,0.4781581431678155,0.5929755539498818,0.668867672393268,0.8519327236863288,0.057012387690331526,0.7137231078094436,0.3622386613424027,0.3246360952841135,0.631177916346747,0.19531465704685652,0.30031989445188556,0.4335862362162396,0.5099085094742086,0.617937222372456,0.17593489485597613,0.14870120042813742,0,0,0
angebote und neuigkeiten,0.14652883049346066,0.08399519990229984,0.2635535067706877,0.5572077462043884,0.24076903933826024,0.34161005984556997,0.02866255059033968,0.5396030778958881,0.2467488670015734,0.06588837669267192,0.5958042976119393,0.2078684829516768,0.319345659925239,0.7098121144236581,0.5850895647565045,0.6898247177232325,0.026936361622023872,0.13177675338534384,0,0,0
lebende fotografin anaïs,0.004978193883395742,0.0,0.002489096941697871,0.009956387766791483,0.004978193883395742,0.004978193883395742,0.0,0.002489096941697871,0.009956387766791483,0.007467290825093613,0.002489096941697871,0.002489096941697871,0.007467290825093613,0.004978193883395742,0.009956387766791483,0.007467290825093613,0.0,0.0,0,0,0
mood boost,0.02518223191400556,0.006296518063749595,0.11992722580868997,0.037779108382497574,0.13252026193618915,0.04407562644624717,0.09474115355369161,0.059066866426581675,0.04404962026701184,0.018889554191248784,0.03381386735588532,0.01259303612749919,0.03148259031874798,0.037779108382497574,0.03148259031874798,0.03148259031874798,0.006296518063749595,0.01259303612749919,0,0,0
sneaker für damen,0.0,0.0,0.0,0.06645447605303871,0.3382794987385476,0.5943878308511046,0.11214326590963661,0.38901728421863446,0.32256280816559574,0.0,0.2718250226855089,0.2718250226855089,0.06645447605303871,0.5436500453710178,0.0,0.0,0.0,0.0,0,0,0
überraschungen bereithält,0.19603804190919752,0.0009672295605633179,0.2642785835296394,0.0057784042013861595,0.006757814489772298,0.11807764194511017,0.0609883403336368,0.10279242999925692,0.005778404201386159,0.07017500074156854,0.12370020479405407,0.11422151613702783,0.07210945986269518,0.3613303749236749,0.309292328485662,0.39882520764939655,0.11228705701590119,0.0019344591211266358,0,0,0
fashion week new,0.0038494469289627273,0.0015490617200806002,0.0023581736926172347,0.28806485470019905,0.11639967106555099,0.01690870466272799,0.0029852905082503414,0.004777313947639077,0.15685095727101406,0.0726748190088841,0.00217023751333864,0.006713491651779806,0.06876897513446006,0.13319667221629805,0.10609322917502242,0.2661886144515712,2.9247140146408245e-05,5.849428029281649e-05,0,0,0
gabbana alta moda,0.0003930034434553336,0.0001965017217276668,0.00907921400934746,0.0011449975918311711,0.0514674114572503,0.11740571386988,0.0001965017217276668,0.1351530141683081,0.0011790103303660007,0.0005895051651830005,0.04267293621333633,0.004606093880697675,0.000982508608638334,0.0011790103303660007,0.0011790103303660007,0.000982508608638334,0.0001965017217276668,0.0003930034434553336,0,0,0
welt der beauty,0.4064104390672696,0.17244064647761792,0.6878946765034907,0.4331734946179446,0.2513099065787582,0.38363241956172767,0.21106105658227142,0.08319834156814139,0.49727692535081414,0.25681903879097806,0.23074658624458194,0.33132225686627936,0.36261183612143294,0.6179394951260453,0.2861278584984557,0.21604706800992024,0.15183107225774384,0.1944404939507899,0,0,0
startseitefamiliefamilienlebenfünf gründe,0.02157583706939052,0.01078791853469526,0.14905832875339123,0.11228687924812902,0.15984624728808652,0.3785275423414838,0.01078791853469526,0.21371839112652696,0.37941828495186947,0.5266543908044855,0.15984624728808652,0.06913520510934798,0.10149896071343378,0.10149896071343378,0.17875664916518452,0.03236375560408578,0.01078791853469526,0.02157583706939052,0,0,0
wolfe herd,0.0,0.0,0.011350487642584952,0.002837621910646238,0.011350487642584952,0.01702573146387743,0.002837621910646238,0.011808410039625045,0.005675243821292476,0.002837621910646238,0.011350487642584952,0.005675243821292476,0.008512865731938714,0.0727833681028854,0.011350487642584952,0.005675243821292476,0.002837621910646238,0.002837621910646238,0,0,0
himmel hochvon alexandra,0.02462205519961251,0.0,0.010320442007823453,0.028591660217979546,0.01683836001199471,0.024070037084809336,0.00688415006041516,0.025933973788672578,0.023908296130969144,0.014823360097149223,0.02443626914105324,0.002200785973404761,0.02911963322806364,0.018169872067639842,0.017989426069955215,0.02329054314396738,0.0015830329864029958,0.01376830012083032,0,0,0
mental load,0.0013311040918939992,0.0013311040918939992,0.005324416367575997,0.0026622081837879984,0.005324416367575997,0.006655520459469996,0.0013311040918939992,0.0055173558572179805,0.003993312275681998,0.0013311040918939992,0.006655520459469996,0.003993312275681998,0.006655520459469996,0.005324416367575997,0.12369896299668025,0.005134622985536403,0.0013311040918939992,0.0026622081837879984,0,0,0
mieten kanntrend-reiseziel comporta,0.0017716238110590486,0.0008858119055295243,0.006132038455854598,0.007017850361384122,0.007437229024505943,0.00720401240330209,0.0028220074549403533,0.0074372290245059425,0.005081654811973293,0.002424219095384721,0.006551417118976418,0.004360414644795549,0.00419584290644377,0.0065514171189764185,0.007017850361384122,0.003962626285239917,0.0028220074549403533,0.0017716238110590486,0,0,0
rené scheibenbauers frühjahr,0.011561281765194813,0.0,0.023122563530389627,0.005780640882597407,0.023122563530389627,0.04953575118844434,0.005780640882597407,0.023122563530389627,0.023122563530389627,0.005780640882597407,0.023122563530389627,0.01734192264779222,0.0218841618958127,0.028903204412987035,0.01235823704225569,0.011561281765194813,0.005780640882597407,0.011561281765194813,0,0,0
gas preisvergleich,0.02094049085488162,0.01047024542744081,0.04188098170976324,0.06282147256464486,0.06282147256464486,0.09103792557107966,0.01047024542744081,0.07009743471619805,0.06282147256464486,0.03141073628232243,0.06282147256464486,0.03141073628232243,0.05235122713720405,0.06282147256464486,0.05235122713720405,0.07009743471619805,0.01047024542744081,0.02094049085488162,0,0,0
klassischen deutschen haushalten,0.0028699182347501125,0.0014349591173750563,0.007174795586875281,0.008609754704250338,0.010044713821625393,0.010044713821625393,0.0014349591173750563,0.010044713821625393,0.008609754704250338,0.004304877352125169,0.008609754704250338,0.004304877352125169,0.007174795586875281,0.07608116636368914,0.007174795586875281,0.007174795586875281,0.0014349591173750563,0.0028699182347501125,0,0,0
kultur und reiseziele,0.004573059961672513,0.0,0.011432649904181283,0.01371917988501754,0.040402526383807535,0.0160057098658538,0.0022865299808362567,0.01371917988501754,0.01371917988501754,0.00685958994250877,0.01371917988501754,0.00685958994250877,0.011432649904181283,0.1290783131887412,0.011432649904181283,0.011432649904181283,0.0022865299808362567,0.004573059961672513,0,0,0
älterer ausgaben,0.14326484391999433,0.04343038583330203,0.21715192916651016,0.3733904595065927,0.3890515518642919,0.41682084533989483,0.04343038583330203,0.4704108923063968,0.3733904595065927,0.18669522975329636,0.3169863872532025,0.1302911574999061,0.21715192916651016,0.31698638725320244,0.2605823149998122,0.3299600736732907,0.04343038583330203,0.08686077166660407,0,0,0
metal hammer paradise,0.08253018710182922,0.0015903148665791199,0.08412050196840834,0.028483034270113748,0.011031117227814682,0.12538559551932296,0.0015903148665791199,0.0832083456346268,0.00954188919947472,0.02361100283213723,0.06666858492610928,0.06189764032637191,0.026993806241773784,0.08571081683498746,0.06646641124963096,0.10316273387728653,0.020632546775457304,0.0031806297331582398,0,0,0
reisen und wohnen,0.007248905623631026,0.0,0.018122264059077565,0.02174671687089308,0.025371169682708593,0.025371169682708593,0.003624452811815513,0.02174671687089308,0.02174671687089308,0.01087335843544654,0.02174671687089308,0.01087335843544654,0.018122264059077565,0.02174671687089308,0.018122264059077565,0.018122264059077565,0.003624452811815513,0.007248905623631026,0,0,0
vogue.dedie fotografinnen lottermann,0.001839250253147665,0.0,0.002452333670863553,0.0030654170885794415,0.004291583924011218,0.00367850050629533,0.0,0.004144626333639942,0.00367850050629533,0.001839250253147665,0.0030654170885794415,0.001839250253147665,0.002452333670863553,0.00367850050629533,0.0030654170885794415,0.0030654170885794415,0.0006130834177158883,0.0006130834177158883,0,0,0
eis.de,0.013685436788864932,0.006842718394432466,0.027370873577729864,0.041056310366594795,0.041056310366594795,0.04789902876102726,0.006842718394432466,0.040975773449068324,0.041056310366594795,0.020528155183297397,0.041056310366594795,0.020528155183297397,0.027370873577729864,0.041056310366594795,0.03421359197216233,0.03421359197216233,0.006842718394432466,0.013685436788864932,0,0,0
galeria,0.008811456982432736,0.004405728491216368,0.017622913964865473,0.026434370947298207,0.026434370947298207,0.030840099438514575,0.004405728491216368,0.02640982704677409,0.02202864245608184,0.013217185473649105,0.026434370947298207,0.013217185473649105,0.017622913964865473,0.026434370947298207,0.02202864245608184,0.02202864245608184,0.004405728491216368,0.008811456982432736,0,0,0
nike,0.010065266771461634,0.005032633385730817,0.020130533542923268,0.030195800314384902,0.030195800314384902,0.03522843370011572,0.005032633385730817,0.030269306388406574,0.030195800314384902,0.015097900157192451,0.030195800314384902,0.015097900157192451,0.020130533542923268,0.030195800314384902,0.025163166928654085,0.025163166928654085,0.005032633385730817,0.010065266771461634,0,0,0
sports,0.007630467085129261,0.0038152335425646307,0.015260934170258523,0.022891401255387783,0.022891401255387783,0.026706634797952412,0.0038152335425646307,0.022823907471665263,0.022891401255387783,0.011445700627693893,0.022891401255387783,0.011445700627693893,0.015260934170258523,0.022891401255387783,0.019076167712823153,0.019076167712823153,0.0038152335425646307,0.007630467085129261,0,0,0
galaxus,0.010969115347756509,0.0054845576738782546,0.021938230695513018,0.032907346043269524,0.032907346043269524,0.03839190371714778,0.0054845576738782546,0.03291203218632517,0.032907346043269524,0.016453673021634765,0.032907346043269524,0.016453673021634765,0.021938230695513018,0.032907346043269524,0.02742278836939127,0.02742278836939127,0.0054845576738782546,0.010969115347756509,0,0,0
haushalt outdoor sport,0.03762619474812884,0.01881309737406442,0.07525238949625768,0.11287858424438652,0.11287858424438652,0.13169168161845093,0.01881309737406442,0.11287858424438652,0.11287858424438652,0.05643929212219326,0.11287858424438652,0.05643929212219326,0.0940654868703221,0.11287858424438652,0.0940654868703221,0.0940654868703221,0.01881309737406442,0.03762619474812884,0,0,0
med. sarah bechstein,0.0018099082333712564,0.0009049541166856282,0.004524770583428141,0.005429724700113769,0.006334678816799398,0.006334678816799398,0.0009049541166856282,0.006334678816799398,0.005429724700113769,0.0027148623500568847,0.005429724700113769,0.0018099082333712564,0.004524770583428141,0.005429724700113769,0.004524770583428141,0.004524770583428141,0.0009049541166856282,0.0018099082333712564,0,0,0
lasst uns zuversichtlich,0.016529901436346226,0.008264950718173113,0.041324753590865564,0.049589704309038675,0.057854655027211786,0.057854655027211786,0.008264950718173113,0.057854655027211786,0.049589704309038675,0.02479485215451934,0.049589704309038675,0.016529901436346226,0.041324753590865564,0.049589704309038675,0.041324753590865564,0.041324753590865564,0.008264950718173113,0.016529901436346226,0,0,0
wenigen schritten fischgrätenzopf,0.06417836289649481,0.0069701014244104974,0.034968785979590467,0.04133741774405031,0.04897147469453511,0.048186942420768784,0.006941400771111471,0.04050725029737682,0.04138995838638478,0.039568907613586085,0.0417452693801618,0.021229828823249444,0.040571872509523155,0.04173253780849344,0.034956573752796496,0.03384468606904148,0.006848334294163405,0.027084964798642756,0,0,0
plaid leichte maschen,0.0036633430132910387,0.001825805168478473,0.011542942899465024,0.011140288372927224,0.012810163810359806,0.015250543347200909,0.0018804189366482503,0.010940469987102849,0.010996271781416983,0.009844222302182565,0.011107052826664472,0.005556392016004536,0.009165811142479049,0.010999335185373214,0.011116234420789513,0.009150011039778819,0.0018331718633872287,0.003678177738860795,0,0,0
shop-übersicht folgende gutscheine,0.07061659145660423,0.035308295728302116,0.1765414786415106,0.21184977436981273,0.24715807009811486,0.24715807009811486,0.035308295728302116,0.24715807009811486,0.21184977436981273,0.10592488718490635,0.21184977436981273,0.10592488718490635,0.1765414786415106,0.21184977436981273,0.21184977436981273,0.1765414786415106,0.035308295728302116,0.07061659145660423,0,0,0
zitroniges hühnersüppchen omelett,0.0038869877406939816,0.0012967420961237253,0.005162853447257676,0.007907358454544976,0.008980105675598076,0.007784740857061446,0.0013275754426844125,0.007707595027311564,0.007787775840646607,0.003930810846707438,0.007859369777947937,0.003917177302568124,0.006489427445292437,0.00777981870589211,0.007845691997017361,0.006451126345081515,0.00126608575628378,0.0025983848463970306,0,0,0
verbindung ihre privatsphäre,0.017259455690649825,0.0,0.0,0.05333188713031167,0.017259455690649825,0.03607243143966185,0.0,0.0,0.06914544295936104,0.05177836707194948,0.0,0.0,0.020073024426359453,0.020073024426359453,0.05177836707194948,0.03451891138129965,0.0,0.0,0,0,0
schönsten looks frisuren,0.07012977816602149,0.021511653127020552,0.07733775936954262,0.08936666954034023,0.08599628344176456,0.08593080220750451,0.01660965101185643,0.037027471379217844,0.09208526517997687,0.04966733308193616,0.09203225996173754,0.05293830770274116,0.06788353160779569,0.09260182261979388,0.08213272043373435,0.08909460600714703,0.013171938434950646,0.03656954380027135,0,0,0
journalistin thị minh,0.020382165748858573,0.0,0.010191082874429287,0.05095541437214643,0.03057324862328786,0.020382165748858573,0.0,0.03057324862328786,0.03156222905828705,0.03057324862328786,0.020382165748858573,0.0,0.020382165748858573,0.020382165748858573,0.040764331497717146,0.03057324862328786,0.0,0.0,0,0,0
vergleichsportalhaushaltsprodukteproduktvergleichotto gutscheineebay gutscheinebaur,0.003311758749599072,0.0018014931846539234,0.016840600400591543,0.010080890058651605,0.012309152450523877,0.010493473269000573,0.0019951163084761673,0.010355945532217583,0.010080890058651605,0.005256308660960617,0.010903888001140664,0.005250779671035985,0.008533122723937392,0.010550796350354169,0.00841692461078067,0.008761343866461348,0.0019318406344301605,0.003311758749599072,0,0,0
paar damenschuhen,0.0,0.0,0.0,0.0,0.17638033785194088,0.0,0.0,0.0,0.04651402622214669,0.0,0.04914695853625523,0.0,0.04651402622214669,0.0,0.09829391707251046,0.0,0.0,0.0,0,0,0
shop hier bekommst,0.9880768004131262,0.4940384002065631,2.4701920010328156,2.4701920010328156,2.9642304012393788,2.4701920010328156,0.0,3.458268801445942,2.9642304012393788,1.4821152006196892,1.9761536008262524,1.4821152006196892,2.4701920010328156,2.9642304012393788,2.4701920010328156,2.4701920010328156,0.0,0.9880768004131262,0,0,0
starte rechtzeitig,0.06491654768582558,0.03245827384291279,0.12983309537165116,0.16229136921456394,0.09737482152873837,0.09737482152873837,0.03245827384291279,0.09737482152873837,0.16229136921456394,0.09737482152873837,0.12983309537165116,0.06491654768582558,0.16229136921456394,0.06491654768582558,0.16229136921456394,0.09737482152873837,0.03245827384291279,0.06491654768582558,0,0,0
tech neck,0.01909921363663709,0.0,0.04777235184959437,0.028660979333956456,0.04647225614768771,0.05604780432160336,0.009561765697319367,0.038228854627024474,0.046461720866282356,0.009561765697319367,0.04777235184959437,0.027362507229645262,0.04777235184959437,0.0573097997889121,0.038222745031275825,0.028660979333956456,0.009561765697319367,0.019111372515637912,0,0,0
spiele bribubble schießt,0.39858998640725585,0.19929499320362792,0.5978849796108838,1.1975610021439216,1.1975610021439216,1.1975610021439216,0.0,1.2011430879882299,1.1975610021439216,0.39858998640725585,0.9982660089402937,0.5978849796108838,0.7971799728145117,0.9964749660181396,0.7971799728145117,0.7989710157366658,0.0,0.39858998640725585,0,0,0
wundergewürz,0.0,0.0,0.060097788281966845,0.060097788281966845,0.18029336484590053,0.24039115312786738,0.060097788281966845,0.23947220471937658,0.0,0.060097788281966845,0.24039115312786738,0.060097788281966845,0.060097788281966845,0.18029336484590053,0.060097788281966845,0.060097788281966845,0.060097788281966845,0.0,0,0,0
bss deutsche pflegeallianz,0.0,0.0,0.0030657944050744308,0.1631919826764684,0.0061315888101488615,0.007664486012686077,0.0015328972025372154,0.005614867325952732,0.0015328972025372154,0.0015328972025372154,0.0061315888101488615,0.0015328972025372154,0.0015328972025372154,0.004598691607611646,0.0030657944050744308,0.0015328972025372154,0.0015328972025372154,0.0,0,0,0
fotos und videos,0.1488936322670547,0.07444681613352735,0.3704563980859251,0.4466808968011641,0.46614633312089493,0.48511268674413544,0.07444681613352735,0.4579243468365067,0.4163917674133183,0.1902311609065346,0.42262392961773154,0.22334044840058206,0.2977872645341094,0.47778681706721055,0.3401912299080342,0.33664050382912303,0.07444681613352735,0.1488936322670547,0,0,0
zahn laut horoskop,0.012528220422730588,0.0,0.015764352756325747,0.00981901802601616,0.012069634472702422,0.042801945311698585,0.0024468129419860786,0.08762425221996685,0.01483177469817838,0.00792131647877601,0.024369997869547647,0.03323280074088772,0.040427829864643564,0.014676132021420783,0.01338606790459395,0.02352756175593035,0.0036151837146024936,0.0,0,0,0
thema body positivitybuch-tipp,0.002403695931574467,0.0012018479657872334,0.0060092398289361675,0.007211087794723401,0.008412935760510635,0.007211087794723401,0.0012018479657872334,0.008412935760510635,0.007211087794723401,0.0036055438973617003,0.007211087794723401,0.0036055438973617003,0.0060092398289361675,0.007211087794723401,0.007211087794723401,0.0060092398289361675,0.0012018479657872334,0.002403695931574467,0,0,0
brigitte academy,0.0002909462431658574,8.656606527154343e-05,0.00027211181223475164,0.00037982346480054874,0.0003582044080201797,0.00044693628896628763,3.670947541100954e-05,0.0003922678463400834,0.00037099742259232894,0.0001370612197348124,0.0002850548160824276,6.456792379317204e-05,0.00031652641675344135,0.0003325993274766672,0.0002840523603812591,0.0003006737323648116,6.037860189256071e-05,0.00012184421625781891,0.0,0.0,0
