Id,Label,timeset,modularity_class
Erkrankungen,Erkrankungen,,15
Bärlauch Melatonin,Bärlauch Melatonin,,36
mentale Gesundheit Appetit,mentale Gesundheit Appetit,,36
Generation,Generation,,15
Generation Boomer,Generation Boomer,,15
höheres Risiko,höheres Risiko,,15
Melatonin und Einschlafprobleme,Melatonin und Einschlafprobleme,,36
englischen Studie,englischen Studie,,15
Teilnehmer,Teilnehmer,,15
Bluthochdruck,Bluthochdruck,,15
Foto des Partners,Foto des Partners,,36
Einschlafprobleme Jodtabletten,Einschlafprobleme Jodtabletten,,36
Kurkuma kein Heilmittel,Kurkuma kein Heilmittel,,36
Beziehung und Schwangerschaft,Beziehung und Schwangerschaft,,36
toxischen Beziehungen,toxischen Beziehungen,,36
glücklich Rat gesucht,glücklich Rat gesucht,,36
Handtaschen Kurkuma,Handtaschen Kurkuma,,36
min.Eine,min.Eine,,36
unterstützen Kaffeekirschen,unterstützen Kaffeekirschen,,36
Ablenkungsfaktor Beifahrer,Ablenkungsfaktor Beifahrer,,36
Beifahrer Gute Vorsätze,Beifahrer Gute Vorsätze,,36
Wochen alkoholfrei,Wochen alkoholfrei,,36
unterschiedlich Ablenkungsfaktor Beifahrer,unterschiedlich Ablenkungsfaktor Beifahrer,,36
Eltern unterschiedlich Ablenkungsfaktor,Eltern unterschiedlich Ablenkungsfaktor,,36
Hate Speech nehmen,Hate Speech nehmen,,36
Fake News,Fake News,,36
Hate Speech,Hate Speech,,36
rauer Weihnachten,rauer Weihnachten,,36
Bio-Weihnachtsbäume zum Fest,Bio-Weihnachtsbäume zum Fest,,36
News Männer lassen,News Männer lassen,,36
News Männer,News Männer,,36
Sehstörungen depressiv,Sehstörungen depressiv,,36
Verseuchung vorsorglich einzunehmen,Verseuchung vorsorglich einzunehmen,,36
atomaren Verseuchung vorsorglich,atomaren Verseuchung vorsorglich,,36
News Citizen Science,News Citizen Science,,36
Brennen im Intimbereich,Brennen im Intimbereich,,36
Juckreiz und Brennen,Juckreiz und Brennen,,36
Infektionszahlen steigen Auffrischungsimpfungen,Infektionszahlen steigen Auffrischungsimpfungen,,36
Facetten.Die Infektionszahlen steigen,Facetten.Die Infektionszahlen steigen,,36
News Rat gesucht,News Rat gesucht,,36
Corona Kinder zuckerkrank,Corona Kinder zuckerkrank,,36
Foto des Liebsten,Foto des Liebsten,,36
Facetten.Die Inzidenzen steigen,Facetten.Die Inzidenzen steigen,,36
News Weihnachten,News Weihnachten,,36
Kinder glücklich Rat,Kinder glücklich Rat,,36
Sehstörungen können Depressionen,Sehstörungen können Depressionen,,36
News Machen Sehstörungen,News Machen Sehstörungen,,36
News Vier Wochen,News Vier Wochen,,36
vorbeugen Citizen Science,vorbeugen Citizen Science,,36
Marotte Konzentriert arbeiten,Marotte Konzentriert arbeiten,,12
Psyche Zwangsstörungen,Psyche Zwangsstörungen,,12
Marotte Konzentriert,Marotte Konzentriert,,12
Entspannung Homeoffice,Entspannung Homeoffice,,12
Tipps gegen Schlafstörungen,Tipps gegen Schlafstörungen,,12
Einsamkeit Folge,Einsamkeit Folge,,12
Psyche kümmert,Psyche kümmert,,12
Arbeitsalltag Angst überwinden,Arbeitsalltag Angst überwinden,,12
Arbeitsalltag Angst,Arbeitsalltag Angst,,12
Kontrolle Tipps,Kontrolle Tipps,,12
Konzentriert arbeiten,Konzentriert arbeiten,,12
Arbeitsalltag Diese Scheißangst,Arbeitsalltag Diese Scheißangst,,12
Scheißangst Tipps,Scheißangst Tipps,,12
krank Stress abbauen,krank Stress abbauen,,13
Schnell mal locker,Schnell mal locker,,13
Entspannungstechniken lernen Blitzentspannung,Entspannungstechniken lernen Blitzentspannung,,13
Lesen Entspannungstechniken lernen,Lesen Entspannungstechniken lernen,,13
Aktiv abschalten Warm,Aktiv abschalten Warm,,13
Warm baden Anspannung,Warm baden Anspannung,,13
draußen Lesen Entspannungstechniken,draußen Lesen Entspannungstechniken,,13
wegatmen Verspannungen wegmassieren,wegatmen Verspannungen wegmassieren,,13
einfach wegatmen Verspannungen,einfach wegatmen Verspannungen,,13
abschalten Warm baden,abschalten Warm baden,,13
Preise Allgemeine Geschäftsbedingungen,Preise Allgemeine Geschäftsbedingungen,,14
Preise Allgemeine,Preise Allgemeine,,14
Allgemeine Geschäftsbedingungen,Allgemeine Geschäftsbedingungen,,14
StartseiteMediadaten Informationen,StartseiteMediadaten Informationen,,14
individuelles Angebot,individuelles Angebot,,14
Werbegeschäft in Online-MedienSie,Werbegeschäft in Online-MedienSie,,14
Kürbis bitter schmeckt,Kürbis bitter schmeckt,,35
gefälschte Impfpässe Vorsicht,gefälschte Impfpässe Vorsicht,,36
Achtung gefälschte Impfpässe,Achtung gefälschte Impfpässe,,36
heilbar Achtung gefälschte,heilbar Achtung gefälschte,,36
Impfpässe Vorsicht,Impfpässe Vorsicht,,36
News Vorlesestudie belegt,News Vorlesestudie belegt,,36
wichtig Blutdruck senken,wichtig Blutdruck senken,,36
News Blutdruck senken,News Blutdruck senken,,36
Prozent der Befragten,Prozent der Befragten,,15
Früherkennung sind wichtig,Früherkennung sind wichtig,,15
aufschieben Vorsorgeuntersuchung,aufschieben Vorsorgeuntersuchung,,15
Zahnarzt zählt Folge,Zahnarzt zählt Folge,,15
Vorsorgeuntersuchung und Früherkennung,Vorsorgeuntersuchung und Früherkennung,,15
Deutschland notwendige Arztbesuche,Deutschland notwendige Arztbesuche,,15
Zahnarzt,Zahnarzt,,15
Vorsorgeuntersuchung,Vorsorgeuntersuchung,,15
Vorsorge,Vorsorge,,15
Vorsorgeuntersuchungen,Vorsorgeuntersuchungen,,15
Corona,Corona,,15
Weihnachten,Weihnachten,,15
Befragten,Befragten,,15
Viertel der Befragten,Viertel der Befragten,,15
StartseiteNewsWeihnachten,StartseiteNewsWeihnachten,,15
Minuten die Weihnachtsstimmung,Minuten die Weihnachtsstimmung,,15
normales Weihnachten,normales Weihnachten,,15
Weihnachtsstimmung zum Fenster,Weihnachtsstimmung zum Fenster,,15
richtigen Ausrüstung,richtigen Ausrüstung,,16
Ausrüstung ins Gelände,Ausrüstung ins Gelände,,16
Gelände,Gelände,,16
Bike,Bike,,16
Gelände unterwegs,Gelände unterwegs,,16
Arzberger,Arzberger,,16
unterwegs,unterwegs,,16
Ausrüstung,Ausrüstung,,16
Impfstoff,Impfstoff,,17
Impfung,Impfung,,17
Grippeimpfung,Grippeimpfung,,17
Grippe impfen lassen,Grippe impfen lassen,,17
Risiko,Risiko,,17
schwere Krankheitsverläufe,schwere Krankheitsverläufe,,17
Risiko einer Doppelinfektion,Risiko einer Doppelinfektion,,17
Regine Heilbronn,Regine Heilbronn,,17
Gründe Experten empfehlen,Gründe Experten empfehlen,,17
Doppelinfektion verringern,Doppelinfektion verringern,,17
Schutz gegen Corona,Schutz gegen Corona,,17
Auffrischimpfung gegen Corona,Auffrischimpfung gegen Corona,,17
Corona Booster-Impfungen,Corona Booster-Impfungen,,17
bringt die Auffrischimpfung,bringt die Auffrischimpfung,,17
Johnson,Johnson,,17
Thema in Deutschland,Thema in Deutschland,,17
Auffrischimpfung,Auffrischimpfung,,17
STIKO,STIKO,,17
Risiko einer Infektion,Risiko einer Infektion,,17
Diabetes Typ,Diabetes Typ,,18
Kinder,Kinder,,27
Diabetes,Diabetes,,18
Diabetes bei Kindern,Diabetes bei Kindern,,18
Pandemie Kinder zuckerkrank,Pandemie Kinder zuckerkrank,,18
Seltenheit Studie,Seltenheit Studie,,18
Kinder zuckerkrank,Kinder zuckerkrank,,18
Diagnose Diabetes Typ,Diagnose Diabetes Typ,,18
Diabetes Kinder,Diabetes Kinder,,18
Pandemie Kinder,Pandemie Kinder,,18
ständig zur Toilette,ständig zur Toilette,,18
Diabetes mellitus Typ,Diabetes mellitus Typ,,18
erkennen Viel trinken,erkennen Viel trinken,,18
trinken und ständig,trinken und ständig,,18
Kindern Gesünder leben,Kindern Gesünder leben,,18
Deutscher Diabetes Gesellschaft,Deutscher Diabetes Gesellschaft,,18
Vorsätze,Vorsätze,,15
Schall und Rauch,Schall und Rauch,,15
StartseiteNewsGute Vorsätze,StartseiteNewsGute Vorsätze,,15
ändern Gute Vorsätze,ändern Gute Vorsätze,,15
begleiten den Jahresanfang,begleiten den Jahresanfang,,15
Vorsätze waren gestern,Vorsätze waren gestern,,15
Rauch,Rauch,,15
Fahrzeug lenken,Fahrzeug lenken,,15
StartseiteNewsDie schlimmsten Beifahrer,StartseiteNewsDie schlimmsten Beifahrer,,15
reden von Fahrerin,reden von Fahrerin,,15
Sekunde Ablenkung Folge,Sekunde Ablenkung Folge,,15
StartseiteNewsDie schlimmsten,StartseiteNewsDie schlimmsten,,15
Beifahrer,Beifahrer,,15
Fahrer,Fahrer,,15
schlimmsten Beifahrer,schlimmsten Beifahrer,,15
guten Beifahrer,guten Beifahrer,,15
Vorsätze begleiten,Vorsätze begleiten,,15
Zahngesundheit Gesunde Zähne,Zahngesundheit Gesunde Zähne,,19
gesunde Ernährung Folge,gesunde Ernährung Folge,,19
Herz schützen Risiko,Herz schützen Risiko,,19
Zähneputzen beugt Krankheiten,Zähneputzen beugt Krankheiten,,19
StartseiteNewsZähneputzen beugt Krankheiten,StartseiteNewsZähneputzen beugt Krankheiten,,19
Regelmäßiges Zähneputzen beugt,Regelmäßiges Zähneputzen beugt,,19
Risiko für Vorhofflimmern,Risiko für Vorhofflimmern,,19
Vorhofflimmern und Herzinsuffizienz,Vorhofflimmern und Herzinsuffizienz,,19
Ernährung Folge,Ernährung Folge,,19
richtige Zahnpflege,richtige Zahnpflege,,19
orale Prävention DMS,orale Prävention DMS,,20
Zahnfleisch erleichtert Coronaviren,Zahnfleisch erleichtert Coronaviren,,20
Coronaviren den Eintritt,Coronaviren den Eintritt,,20
entzündetes Zahnfleisch erleichtert,entzündetes Zahnfleisch erleichtert,,20
Prävention DMS,Prävention DMS,,20
Corona Im Mund,Corona Im Mund,,20
Immunabwehr Weniger Komplikationen,Immunabwehr Weniger Komplikationen,,20
Besuch kommt Folge,Besuch kommt Folge,,20
stark gegen Corona,stark gegen Corona,,20
Corona Ein entzündetes,Corona Ein entzündetes,,20
richtige Hygiene schützt,richtige Hygiene schützt,,21
Mitmenschen vor Krankheiten,Mitmenschen vor Krankheiten,,21
Husten oder Niesen,Husten oder Niesen,,21
richtige Hygiene,richtige Hygiene,,21
Hygiene schützt,Hygiene schützt,,21
anstecken möchten,anstecken möchten,,21
ausreichender Hygiene schmal,ausreichender Hygiene schmal,,21
Hygiene-Mythen Folge,Hygiene-Mythen Folge,,21
Niesen hält,Niesen hält,,21
Hygiene,Hygiene,,21
Wissen im Netz,Wissen im Netz,,21
Netz Folge,Netz Folge,,21
Corona die Hand,Corona die Hand,,21
Hygiene-Mythen Wissen,Hygiene-Mythen Wissen,,21
Doris Wolf,Doris Wolf,,25
Angst,Angst,,25
Folge uns Buchtipp,Folge uns Buchtipp,,25
Ängste verstehen,Ängste verstehen,,25
Doris,Doris,,25
Kontrolle Angst gehört,Kontrolle Angst gehört,,25
passiert im Körper,passiert im Körper,,25
Kontrolle Angst,Kontrolle Angst,,25
Wolf,Wolf,,25
Leben,Leben,,25
Corona Einsamkeit überwinden,Corona Einsamkeit überwinden,,25
Einsamkeit überwinden Einsamkeit,Einsamkeit überwinden Einsamkeit,,25
hilft Einsamkeit kennt,hilft Einsamkeit kennt,,25
überwinden Einsamkeit überwinden,überwinden Einsamkeit überwinden,,25
Einsamkeit überwinden,Einsamkeit überwinden,,25
Strategien Interview,Strategien Interview,,25
Corona Einsamkeit,Corona Einsamkeit,,25
krank macht Buchtipp,krank macht Buchtipp,,25
kennt jeder Veränderungen,kennt jeder Veränderungen,,25
Job und Gesundheit,Job und Gesundheit,,25
Kontrolle Sorge,Kontrolle Sorge,,25
Sorge um Job,Sorge um Job,,25
reagiert der Körper,reagiert der Körper,,25
Rudern Drücken Seitheben,Rudern Drücken Seitheben,,22
Drücken Seitheben Ausfallschritt,Drücken Seitheben Ausfallschritt,,22
Seitheben Ausfallschritt Brücke,Seitheben Ausfallschritt Brücke,,22
Ausfallschritt Brücke Hanteltraining,Ausfallschritt Brücke Hanteltraining,,22
Umsteiger Folge,Umsteiger Folge,,22
Folge uns Rudern,Folge uns Rudern,,22
Rudern Drücken,Rudern Drücken,,22
Drücken Seitheben,Drücken Seitheben,,22
Seitheben Ausfallschritt,Seitheben Ausfallschritt,,22
Ausfallschritt Brücke,Ausfallschritt Brücke,,22
euren Lebensmittelvorrat,euren Lebensmittelvorrat,,32
essen Folge,essen Folge,,32
Lebensmittelvorrat Im Vorratsschrank,Lebensmittelvorrat Im Vorratsschrank,,32
Vorrat an Lebensmitteln,Vorrat an Lebensmitteln,,32
Lebensmitteln im Haus,Lebensmitteln im Haus,,32
Checkliste für euren,Checkliste für euren,,32
jenseits von Corona,jenseits von Corona,,32
StartseiteErnährungNachhaltig genießenCheckliste,StartseiteErnährungNachhaltig genießenCheckliste,,32
Tipps Besser essen,Tipps Besser essen,,32
Rezepte für kalte,Rezepte für kalte,,23
Kartoffel-Kräutersuppe Lauch-Quiche Erbsensuppe,Kartoffel-Kräutersuppe Lauch-Quiche Erbsensuppe,,23
Möhrensuppe mit Klößchen,Möhrensuppe mit Klößchen,,23
Erbsensuppe mit Feta,Erbsensuppe mit Feta,,23
Feta Folge,Feta Folge,,23
kalte Tage Möhrensuppe,kalte Tage Möhrensuppe,,23
Lauch-Quiche Erbsensuppe,Lauch-Quiche Erbsensuppe,,23
Folge uns Rezepte,Folge uns Rezepte,,23
Heiligabend rückt näher,Heiligabend rückt näher,,23
StartseiteErnährungRezepteNachhaltiges Weihnachtsessen Heiligabend,StartseiteErnährungRezepteNachhaltiges Weihnachtsessen Heiligabend,,23
Weihnachtsessen Heiligabend rückt,Weihnachtsessen Heiligabend rückt,,23
Weihnachtsessen Klimaküche Leckeres,Weihnachtsessen Klimaküche Leckeres,,23
Klimaküche Leckeres Weihnachtsessen,Klimaküche Leckeres Weihnachtsessen,,23
Nachhaltiges Weihnachtsessen Klimaküche,Nachhaltiges Weihnachtsessen Klimaküche,,23
Klimaküche Leckeres,Klimaküche Leckeres,,23
Heiligabend rückt,Heiligabend rückt,,23
Weihnachtsessen Heiligabend,Weihnachtsessen Heiligabend,,23
Wissen für junge,Wissen für junge,,24
junge Erwachsene,junge Erwachsene,,24
junge Erwachsene Wieso,junge Erwachsene Wieso,,24
zutiefst einschneidendes Erlebnis,zutiefst einschneidendes Erlebnis,,24
einschneidendes Erlebnis,einschneidendes Erlebnis,,24
Erwachsene Wieso,Erwachsene Wieso,,24
Krebs,Krebs,,24
Jung,Jung,,24
Studie belegt Wirksamkeit,Studie belegt Wirksamkeit,,25
hilft Studie belegt,hilft Studie belegt,,25
haarige Beine,haarige Beine,,25
hilft Studie,hilft Studie,,25
belegt Wirksamkeit,belegt Wirksamkeit,,25
heilen Spinnenangst,heilen Spinnenangst,,25
Studie belegt,Studie belegt,,25
Spinnen,Spinnen,,25
Spinnen menschliche Behausungen,Spinnen menschliche Behausungen,,25
Psychische Probleme,Psychische Probleme,,26
Krise Psychische Probleme,Krise Psychische Probleme,,26
begleiten Psychische Probleme,begleiten Psychische Probleme,,26
Psychische Probleme nehmen,Psychische Probleme nehmen,,26
Krise Psychische,Krise Psychische,,26
Kindern und Jugendlichen,Kindern und Jugendlichen,,26
begleiten Psychische,begleiten Psychische,,26
Probleme in Zeiten,Probleme in Zeiten,,26
Probleme,Probleme,,26
Mögliche psychische Probleme,Mögliche psychische Probleme,,26
stärker als Stubenhocker,stärker als Stubenhocker,,27
Kinder glücklich Kinder,Kinder glücklich Kinder,,27
Komm mal runter,Komm mal runter,,27
verhaltensauffällig und emotional,verhaltensauffällig und emotional,,27
emotional stärker,emotional stärker,,27
Angst und Depressionen,Angst und Depressionen,,27
Depressionen Wohlhabende,Depressionen Wohlhabende,,27
frischen Luft,frischen Luft,,27
Kinder glücklich,Kinder glücklich,,27
braucht,braucht,,27
Kinderspiele,Kinderspiele,,27
Start,Start,,27
Buch,Buch,,27
Decke,Decke,,27
JahrenFür,JahrenFür,,27
StartseiteFamilieFamilienlebenMacht,StartseiteFamilieFamilienlebenMacht,,27
tolle Kinderspiele,tolle Kinderspiele,,27
draußen Langeweile,draußen Langeweile,,27
Melatonin bekämpfen,Melatonin bekämpfen,,28
Stiftung Warentest,Stiftung Warentest,,28
Inhaltsstoff Melatonin versprechen,Inhaltsstoff Melatonin versprechen,,28
Melatonin,Melatonin,,28
Inhaltsstoff Melatonin,Inhaltsstoff Melatonin,,28
Schlaf,Schlaf,,28
Stiftung,Stiftung,,28
Melatonin versprechen,Melatonin versprechen,,28
Warentest,Warentest,,28
StartseiteFamilieFamilienlebenFünf Gründe,StartseiteFamilieFamilienlebenFünf Gründe,,29
Social Distancing schmerzlich,Social Distancing schmerzlich,,29
Rituale,Rituale,,29
Corona und Social,Corona und Social,,29
Social Distancing,Social Distancing,,29
Gewohnheiten,Gewohnheiten,,29
Kita,Kita,,29
gemeinsame Mittagessen,gemeinsame Mittagessen,,29
Kinder lieben Gewohnheiten,Kinder lieben Gewohnheiten,,29
Distancing schmerzlich vermissen,Distancing schmerzlich vermissen,,29
Gehirn Britische Neurowissenschaftlerinnen,Gehirn Britische Neurowissenschaftlerinnen,,15
Britische Neurowissenschaftlerinnen,Britische Neurowissenschaftlerinnen,,15
Gehirn Britische,Gehirn Britische,,15
Folgen Hirnschäden,Folgen Hirnschäden,,15
Corona verändert,Corona verändert,,15
Corona lässt,Corona lässt,,15
Auswirkungen Corona,Auswirkungen Corona,,15
Corona lässt Gehirn,Corona lässt Gehirn,,15
verändert das Gehirn,verändert das Gehirn,,15
Laut Robert Koch-Institut,Laut Robert Koch-Institut,,30
Matratze Laut Robert,Matratze Laut Robert,,30
Robert Koch-Institut klagen,Robert Koch-Institut klagen,,30
guten Matratze Laut,guten Matratze Laut,,30
guten Matratze Tipps,guten Matratze Tipps,,30
richtige Bett Kopfkissen,richtige Bett Kopfkissen,,30
Bundesbürger über Schlafsto,Bundesbürger über Schlafsto,,30
Laut Robert,Laut Robert,,30
Robert Koch-Institut,Robert Koch-Institut,,30
Bett Kopfkissen,Bett Kopfkissen,,30
Haut,Haut,,31
Hautreizungen keine Chance,Hautreizungen keine Chance,,31
Sonnenschutz im Frühling,Sonnenschutz im Frühling,,31
Frühling,Frühling,,31
Sonne,Sonne,,31
Sonnenschutz,Sonnenschutz,,31
wichtig ist Frühlingssonne,wichtig ist Frühlingssonne,,31
Frühlingssonne nicht unterschätzen,Frühlingssonne nicht unterschätzen,,31
Sonne scheint,Sonne scheint,,31
StartseiteMedizinKörperWarum Sonnenschutz,StartseiteMedizinKörperWarum Sonnenschutz,,31
Frühling wichtig,Frühling wichtig,,31
unserem täglichen Begleiter,unserem täglichen Begleiter,,31
Hautprobleme durch Mund,Hautprobleme durch Mund,,31
Pickel und Hautreizungen,Pickel und Hautreizungen,,31
täglichen Begleiter,täglichen Begleiter,,31
Nasenschutz Wie entsteht,Nasenschutz Wie entsteht,,31
Chance Hautprobleme,Chance Hautprobleme,,31
unserem täglichen,unserem täglichen,,31
zweimal essen Folge,zweimal essen Folge,,32
Gericht mit Geflügel,Gericht mit Geflügel,,32
Gemüse Zutaten,Gemüse Zutaten,,32
Zubereitung Hähnchenpfanne,Zubereitung Hähnchenpfanne,,32
gesunden Gericht,gesunden Gericht,,32
StartseiteErnährungRezepteHähnchenpfanne mit Gemüse,StartseiteErnährungRezepteHähnchenpfanne mit Gemüse,,32
zweimal essen,zweimal essen,,32
Hähnchenpfanne mit Gemüse,Hähnchenpfanne mit Gemüse,,32
leckeren und gesunden,leckeren und gesunden,,32
Vorsicht Verwechslungsgefahr,Vorsicht Verwechslungsgefahr,,33
Bärlauch sammeln,Bärlauch sammeln,,33
Bärlauch,Bärlauch,,33
Verräterische Blätter Bärlauch,Verräterische Blätter Bärlauch,,33
Geruchstest Verräterische Blätter,Geruchstest Verräterische Blätter,,33
Blätter,Blätter,,33
StartseiteNewsBärlauch sammeln,StartseiteNewsBärlauch sammeln,,33
Blätter Bärlauch kaufen,Blätter Bärlauch kaufen,,33
Wasser,Wasser,,34
Essensphasen und Fastenzeiten,Essensphasen und Fastenzeiten,,34
Wasser und ungesüßter,Wasser und ungesüßter,,34
Intervallfasten,Intervallfasten,,34
Wohlfühlen und Abnehmen,Wohlfühlen und Abnehmen,,34
Stunden,Stunden,,34
Essensphasen,Essensphasen,,34
Fastenzeiten,Fastenzeiten,,34
isst,isst,,34
Prinzip,Prinzip,,34
Eisbaden,Eisbaden,,34
hart gesottene Winterschwimmerinnen,hart gesottene Winterschwimmerinnen,,34
frostige Wasser,frostige Wasser,,34
Winter,Winter,,34
gesottene Winterschwimmerinnen,gesottene Winterschwimmerinnen,,34
Medien fleißig Fotos,Medien fleißig Fotos,,34
See,See,,34
Jung und Alt,Jung und Alt,,34
Alzheimer und Krebs,Alzheimer und Krebs,,61
Wundergewürz,Wundergewürz,,61
Verbraucherzentrale NRW,Verbraucherzentrale NRW,,61
Erkrankungen nachgesagt,Erkrankungen nachgesagt,,61
wahre Wunderwirkungen,wahre Wunderwirkungen,,61
Wunderwirkungen gegen all,Wunderwirkungen gegen all,,61
all diese Erkrankungen,all diese Erkrankungen,,61
schmeckt Giftige Bitterstoffe,schmeckt Giftige Bitterstoffe,,35
Giftige Bitterstoffe,Giftige Bitterstoffe,,35
bitter schmeckt Giftige,bitter schmeckt Giftige,,35
bittere Kürbisse,bittere Kürbisse,,35
Kürbis bitter,Kürbis bitter,,35
schmeckt Giftige,schmeckt Giftige,,35
Bitterstoffe Wie gefährlich,Bitterstoffe Wie gefährlich,,35
Bitterstoffe,Bitterstoffe,,35
Händen Dein Stress,Händen Dein Stress,,36
Drittel mehr Anrufe,Drittel mehr Anrufe,,36
Studiendaten Folge,Studiendaten Folge,,36
Existenzielle Ängste,Existenzielle Ängste,,36
Anrufe,Anrufe,,36
Themen beschäftigten,Themen beschäftigten,,36
Pandemie sorgt,Pandemie sorgt,,36
